Location,Map-Lot,Map,Lot,Land Area,Land Use Code,Land Use Category,Land Use Description,Existing Units,Mixed Use,Group Quarters,Grad Student Housing,Condo,Tax Status,Location 1
7 BALDWIN STREET CT,140-76,140,76,1960,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3763844277999, -71.1078517581999)"
3 BALDWIN STREET CT,140-77,140,77,1906,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3764152075, -71.1080528022999)"
28 ROBERTS RD,140-78,140,78,1861,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3764437895, -71.1082448795999)"
30 ROBERTS RD,140-79,140,79,2471,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3765344107, -71.108189525)"
25 ROBERTS RD,140-8,140,8,4080,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3765142851, -71.1086680463999)"
32 ROBERTS RD,140-80,140,80,2450,105,Residential,THREE-FM-RES,3, , , , , ,"(42.3766321493, -71.1081676656)"
34 ROBERTS RD,140-81,140,81,2450,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3767270478999, -71.1081454467999)"
27 MAGNOLIA AVE,140-82,140,82,3600,105,Residential,THREE-FM-RES,3, , , , , ,"(42.3766333352999, -71.107126206)"
29-30 MAGNOLIA AVE,140-83,140,83,3330,105,Residential,THREE-FM-RES,3, , , ,YES, ,"(42.3766143013999, -71.1069833275)"
23 ROBERTS RD,140-9,140,9,12250,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3764981651, -71.1090086736)"
102 TROWBRIDGE ST,140-90,140,90,7269,111,Residential,4-8-UNIT-APT,6, , , , , ,"(42.3761989388999, -71.1094516890999)"
104 TROWBRIDGE ST,140-91,140,91,7259,111,Residential,4-8-UNIT-APT,6, , , ,YES, ,"(42.3763629908999, -71.1094128769999)"
106 TROWBRIDGE ST,140-92,140,92,4750,105,Residential,THREE-FM-RES,3, , , , , ,"(42.376496582, -71.1093818131)"
108 TROWBRIDGE ST,140-93,140,93,4896,105,Residential,THREE-FM-RES,3, , , ,YES, ,"(42.3766021165, -71.1093577351)"
110 TROWBRIDGE ST,140-94,140,94,4885,105,Residential,THREE-FM-RES,3, , , ,YES, ,"(42.3767117033, -71.1093282198)"
112 TROWBRIDGE ST,140-95,140,95,4592,105,Residential,THREE-FM-RES,3, , , ,YES, ,"(42.3768221854999, -71.1093035977)"
37 MAGNOLIA AVE,140-97,140,97,3222,105,Residential,THREE-FM-RES,3, , , ,YES, ,"(42.3765498516999, -71.1064920487)"
39 MAGNOLIA AVE,140-98,140,98,2961,105,Residential,THREE-FM-RES,3, , , ,YES, ,"(42.3765350573, -71.1063682837999)"
350 THIRD ST,14-1038,14,1038,48106,0112,Mixed Use Residential,MXD >8-UNIT-APT,465,groundfloor, , , , ,"(42.3635254575999, -71.0828470203999)"
50 1/2 ROBERTS RD,141-100,141,100,1218,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3775766095999, -71.1078565393)"
19 MYRTLE AVE,141-101,141,101,1954,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3770879739999, -71.1070525678999)"
28-30 MAGNOLIA AVE,141-102,141,102,2717,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3769676005, -71.1071630983)"
5 EMMONS PL,141-11,141,11,2646,105,Residential,THREE-FM-RES,3, , , , , ,"(42.3771850143999, -71.1088637671)"
7 EMMONS PL,141-12,141,12,2860,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3771904915999, -71.1089465786999)"
86 KIRKLAND ST,141-14,141,14,4224,0111,Mixed Use Residential,MXD 4-8-UNIT-AP,4,groundfloor, , ,YES, ,"(42.3777897228, -71.1078634734)"
25 MYRTLE AVE,141-18,141,18,2711,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3772201841999, -71.1072940695)"
23 MYRTLE AVE,141-19,141,19,2783,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3771610814999, -71.1071797146999)"
13-15 MYRTLE AVE,141-21,141,21,1906,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3770013818, -71.1069387072)"
36 MAGNOLIA AVE,141-22,141,22,2120,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3768833695, -71.1068133419999)"
32-34 MAGNOLIA AVE,141-23,141,23,1970,104,Residential,TWO-FAM-RES,2, , , ,YES, ,"(42.3769124255, -71.1070095023)"
24-26 MAGNOLIA AVE,141-25,141,25,3033,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3769992808, -71.1073035258999)"
20-22 MAGNOLIA AVE,141-26,141,26,3344,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3770287059, -71.1074439482)"
90 KIRKLAND ST,141-34,141,34,2665,105,Residential,THREE-FM-RES,3, , , , , ,"(42.3778404465, -71.1075293660999)"
7 LINE ST,141-37,141,37,2408,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3777015906999, -71.1070613648)"
11-13 LINE ST,141-38,141,38,1890,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3776168736999, -71.1069740589999)"
15-17 LINE ST,141-39,141,39,1890,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3775449544, -71.1068967792)"
19-21 LINE ST,141-40,141,40,1890,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3774722948, -71.1068176052)"
23-25 LINE ST,141-41,141,41,1890,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3774001554999, -71.1067383806999)"
27 LINE ST,141-42,141,42,1722,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3773300391999, -71.1066622155999)"
29 LINE ST,141-43,141,43,1722,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3772638399999, -71.1065910796999)"
31 LINE ST,141-44,141,44,1722,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.377198778, -71.1065192456999)"
33 LINE ST,141-45,141,45,1722,104,Residential,TWO-FAM-RES,2, , , ,YES, ,"(42.3771317269999, -71.1064475263)"
35 LINE ST,141-46,141,46,2408,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3770514898, -71.1063610627)"
39 LINE ST,141-47,141,47,2408,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3769574724, -71.1062599274)"
41 LINE ST,141-48,141,48,2408,105,Residential,THREE-FM-RES,3, , , ,YES, ,"(42.3768642129999, -71.1061605791999)"
60-62 MAGNOLIA AVE,141-49,141,49,2380,111,Residential,4-8-UNIT-APT,4, , , ,YES, ,"(42.3767768466, -71.1060464782)"
2-4 MYRTLE AVE,141-50,141,50,3702,105,Residential,THREE-FM-RES,3, , , ,YES, ,"(42.3768394244, -71.1063790372)"
6 MYRTLE AVE,141-51,141,51,2408,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3769553451, -71.1065226622)"
10 MYRTLE AVE,141-52,141,52,2408,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3770481395999, -71.1066215486)"
14-16 MYRTLE AVE,141-53,141,53,2408,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3771393044999, -71.1067199837)"
18 MYRTLE AVE,141-54,141,54,2408,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3772320834999, -71.1068188417)"
22-24 MYRTLE AVE,141-55,141,55,2408,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3773247247999, -71.106918578)"
28-30 MYRTLE AVE,141-56,141,56,2408,104,Residential,TWO-FAM-RES,2, , , ,YES, ,"(42.3774177749999, -71.1070182291999)"
34 MYRTLE AVE,141-57,141,57,2408,105,Residential,THREE-FM-RES,3, , , , , ,"(42.377511384, -71.1071183682)"
36 MYRTLE AVE,141-58,141,58,2408,104,Residential,TWO-FAM-RES,2, , , ,YES, ,"(42.3776050244999, -71.1072192600999)"
38-40 MYRTLE AVE,141-59,141,59,1823,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3776925729, -71.1073685705)"
43 ROBERTS RD,141-6,141,6,3948,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3772427243999, -71.1084744763)"
39 MYRTLE AVE,141-65,141,65,6359,111,Residential,4-8-UNIT-APT,4, , , ,YES, ,"(42.3776543526999, -71.1077499107999)"
72-74 KIRKLAND ST,141-69,141,69,14723,112,Residential,>8-UNIT-APT,31, , , , , ,"(42.3774490953, -71.1091264851)"
39 ROBERTS RD,141-7,141,7,3961,111,Residential,4-8-UNIT-APT,4, , , , , ,"(42.3771251503999, -71.1085018029999)"
44-44 1/2 ROBERTS RD,141-72,141,72,3652,105,Residential,THREE-FM-RES,3, , , ,YES, ,"(42.3773306626999, -71.1079420358999)"
42 ROBERTS RD,141-73,141,73,3799,105,Residential,THREE-FM-RES,3, , , ,YES, ,"(42.3772246776999, -71.1079584581)"
40-40 1/2 ROBERTS RD,141-74,141,74,2506,105,Residential,THREE-FM-RES,3, , , , , ,"(42.3771404677999, -71.1080416550999)"
38-38 1/2 ROBERTS RD,141-75,141,75,4540,111,Residential,4-8-UNIT-APT,6, , , , , ,"(42.3770334853999, -71.1080044305)"
14-16 1/2 MAGNOLIA AVE,141-76,141,76,8321,112,Residential,>8-UNIT-APT,12, , , ,YES, ,"(42.3770791074, -71.107663536)"
84 KIRKLAND ST,141-78,141,78,5560,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.37763839, -71.1082938923999)"
82 KIRKLAND ST,141-79,141,79,3600,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3776335359, -71.1084661213999)"
37 ROBERTS RD,141-8,141,8,3961,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3770108742999, -71.1085330896)"
100 KIRKLAND ST,141-80,141,80,5325,327,Commercial,RETAIL-CONDO,0, , , ,YES, ,"(42.377901412, -71.1073478719)"
5 LINE ST,141-81,141,81,3990,111,Residential,4-8-UNIT-APT,5, , , , , ,"(42.3777844258, -71.1072006922999)"
31 MYRTLE AVE,141-83,141,83,4594,105,Residential,THREE-FM-RES,3, , , , , ,"(42.3773004983, -71.1073906060999)"
47 ROBERTS RD,141-84,141,84,3776,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3774435253, -71.1084221877)"
45 ROBERTS RD,141-85,141,85,2817,105,Residential,THREE-FM-RES,3, , , , , ,"(42.3773438793, -71.1084444029999)"
33-35 MYRTLE AVE,141-86,141,86,3178,105,Residential,THREE-FM-RES,3, , , , , ,"(42.3775122119999, -71.1075454253)"
31 A MYRTLE AVE,141-87,141,87,7254,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3773599481, -71.1075973291)"
114 TROWBRIDGE ST,141-88,141,88,4989,105,Residential,THREE-FM-RES,3, , , ,YES, ,"(42.3769317506, -71.1092778345999)"
118 TROWBRIDGE ST,141-89,141,89,7869,111,Residential,4-8-UNIT-APT,8, , , ,YES, ,"(42.3770800810999, -71.1092420165)"
122 TROWBRIDGE ST,141-90,141,90,4650,111,Residential,4-8-UNIT-APT,6, , , ,YES, ,"(42.377228526, -71.1092047517999)"
76 KIRKLAND ST,141-91,141,91,5217,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3775270049, -71.1088176963999)"
80 KIRKLAND ST,141-92,141,92,6127,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3775295415, -71.1086543442)"
1-1 EMMONS PL,141-94,141,94,2649,104,Residential,TWO-FAM-RES,2, , , ,YES, ,"(42.3771673064999, -71.1087087333999)"
3 EMMONS PL,141-95,141,95,2623,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3771713593, -71.1087875859)"
46 ROBERTS RD,141-96,141,96,2440,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3774462645, -71.1079882142)"
46.5 ROBERTS RD,141-97,141,97,1615,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3774318501999, -71.1078113983)"
48A ROBERTS RD,141-98,141,98,1204,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3775159686, -71.1077968520999)"
50 ROBERTS RD,141-99,141,99,1952,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3775698425, -71.1079861088999)"
85 TROWBRIDGE ST,142-102,142,102,5219,105,Residential,THREE-FM-RES,3, , , ,YES, ,"(42.375647035, -71.1101913883999)"
83 TROWBRIDGE ST,142-103,142,103,4883,105,Residential,THREE-FM-RES,3, , , , , ,"(42.3755344062, -71.1102203511999)"
9 ASHTON PL,142-104,142,104,3170,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3763170256999, -71.1115321448999)"
121 TROWBRIDGE ST,142-109,142,109,3450,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3770710456999, -71.1097161823)"
1691 CAMBRIDGE ST,142-11,142,11,8960,112,Residential,>8-UNIT-APT,16, , , , , ,"(42.3753949242, -71.1115134586)"
127 TROWBRIDGE ST,142-110,142,110,3450,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3772359049999, -71.1096755691)"
131 TROWBRIDGE ST,142-111,142,111,4108,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3774145264, -71.1096228986999)"
1697 CAMBRIDGE ST,142-112,142,112,13013,112,Residential,>8-UNIT-APT,50, , , ,YES, ,"(42.3754335037999, -71.1118120852)"
89 TROWBRIDGE ST,142-115,142,115,14579,112,Residential,>8-UNIT-APT,31, , , , , ,"(42.3758688173, -71.1101370597999)"
5-7 IRVING TER,142-117,142,117,5315,111,Residential,4-8-UNIT-APT,4, , , ,YES, ,"(42.3759168946999, -71.1116071617999)"
101 TROWBRIDGE ST,142-119,142,119,9767,105,Residential,THREE-FM-RES,3, , , , , ,"(42.3764631278, -71.1099893313)"
50 KIRKLAND ST,142-121,142,121,2563,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3770398003999, -71.1111466745)"
48 KIRKLAND ST,142-123,142,123,4840,112,Residential,>8-UNIT-APT,10, , , , , ,"(42.3770133323, -71.111288942)"
1717 CAMBRIDGE ST,142-124,142,124,5440,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3755272316999, -71.1125227934)"
1715 CAMBRIDGE ST,142-125,142,125,5610,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3755072455, -71.1123753055999)"
1653 CAMBRIDGE ST,142-126,142,126,4380,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3751351582999, -71.1101992364999)"
37 IRVING ST,142-128,142,128,6121,1014,Residential,SINGLE FAM W/AU,2, , , , , ,"(42.3762582139, -71.1110622061)"
5 ASHTON PL,142-129,142,129,4005,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3762927902999, -71.1113403501999)"
77 TROWBRIDGE ST,142-130,142,130,10183,112,Residential,>8-UNIT-APT,25, , , , , ,"(42.3753657979999, -71.1102544474999)"
1663 CAMBRIDGE ST,142-131,142,131,3809,105,Residential,THREE-FM-RES,3, , , ,YES, ,"(42.3752144002, -71.1105346024999)"
1667 CAMBRIDGE ST,142-132,142,132,4513,105,Residential,THREE-FM-RES,3, , , ,YES, ,"(42.3752506630999, -71.1106698190999)"
1 IRVING TER,142-133,142,133,1702,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3758506606, -71.1110460095)"
IRVING TER,142-134,142,134,1183,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3758622487, -71.1111518949)"
3 IRVING TER,142-135,142,135,1174,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3758732403999, -71.1112386303999)"
3H IRVING TER,142-136,142,136,1658,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3758855242, -71.1113475023)"
36-1 IRVING ST,142-137,142,137,1929,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3763658734999, -71.1106391248)"
36-2 IRVING ST,142-138,142,138,1082,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3763515318999, -71.1105396322)"
36-3 IRVING ST,142-139,142,139,2106,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3763703353, -71.110415437)"
1707 CAMBRIDGE ST,142-14,142,14,5760,105,Residential,THREE-FM-RES,3, , , , , ,"(42.3754656822, -71.1120671991999)"
36R IRVING ST,142-140,142,140,1993,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3762683876, -71.1103413432)"
36-5 IRVING ST,142-141,142,141,1807,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3761489202999, -71.1103688108999)"
36-6 IRVING ST,142-142,142,142,1181,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3761679869, -71.1104632225)"
36-7 IRVING ST,142-143,142,143,1259,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3761817465, -71.1105310787)"
36-8 IRVING ST,142-144,142,144,1339,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3761962966, -71.1106000774999)"
36 IRVING ST,142-145,142,145,1953,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3762097046, -71.1106887068)"
70-1 KIRKLAND ST,142-146,142,146,3065,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3773941609999, -71.1098586505)"
70-2 KIRKLAND ST,142-147,142,147,999,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3773037524999, -71.1098879437)"
70-3 KIRKLAND ST,142-148,142,148,1081,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.377260514, -71.1098996922)"
70-4 KIRKLAND ST,142-149,142,149,999,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3772167249, -71.1099112885)"
1709 CAMBRIDGE ST,142-15,142,15,5908,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3754873489, -71.1122224858)"
70-5 KIRKLAND ST,142-150,142,150,999,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3771717188, -71.1099204735999)"
70-6 KIRKLAND ST,142-151,142,151,1112,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3771291591, -71.1099436644999)"
70-7 KIRKLAND ST,142-152,142,152,2194,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3770641496, -71.1099600115999)"
70-10 KIRKLAND ST,142-153,142,153,4074,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3771497668, -71.1101702992)"
70-9 KIRKLAND ST,142-154,142,154,1025,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3772638048, -71.1101353286999)"
70-8 KIRKLAND ST,142-155,142,155,2720,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3773468277999, -71.1101034681999)"
105 TROWBRIDGE ST #1,142-156,142,156,2847,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3766639740999, -71.1097715614999)"
105 TROWBRIDGE ST #2,142-157,142,157,1371,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3766769293999, -71.1098651448999)"
105 TROWBRIDGE ST #3,142-158,142,158,1367,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3766841861, -71.1099216377999)"
105 TROWBRIDGE ST #4,142-159,142,159,1372,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3766929096999, -71.1099790866)"
105 TROWBRIDGE ST #5,142-160,142,160,1370,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3766998640999, -71.1100387628)"
105-6 TROWBRIDGE ST,142-161,142,161,2050,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3767113135999, -71.1101142656)"
111-9 TROWBRIDGE ST,142-164,142,164,1211,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3769079618, -71.1099038187)"
111-10 TROWBRIDGE ST,142-165,142,165,1208,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3769147248, -71.1099631089)"
111-11 TROWBRIDGE ST,142-166,142,166,2280,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3769268969, -71.1100486162)"
117 TROWBRIDGE ST,142-167,142,167,2686,1014,Residential,SINGLE FAM W/AU,2, , , , , ,"(42.3769396763999, -71.1097501381999)"
117 TROWBRIDGE ST,142-168,142,168,1772,1014,Residential,SINGLE FAM W/AU,2, , , , , ,"(42.3768423737, -71.1098059641)"
6 ASHTON PL,142-174,142,174,4388,111,Residential,4-8-UNIT-APT,6, , , , , ,"(42.3760473616, -71.1113803244)"
29 IRVING ST,142-175,142,175,5451,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3760147826999, -71.1111024885999)"
16-18 SUMNER RD,142-18,142,18,16546,104,Residential,TWO-FAM-RES,2, , , ,YES, ,"(42.3763595225, -71.1120092234999)"
20 SUMNER RD,142-19,142,19,8185,9421,Education Residential,Private College Res Units,1, , ,YES, ,Educ NonTax,"(42.3765594958999, -71.1120972222999)"
40 KIRKLAND ST,142-20,142,20,8120,9421,Education Residential,Private College Res Units,1, , ,YES, ,Educ NonTax,"(42.3768139648, -71.1121606326999)"
42 KIRKLAND ST,142-21,142,21,10518,942,Higher Education,Private College,0, , , , ,Educ NonTax,"(42.3768276250999, -71.1118976177999)"
52 KIRKLAND ST,142-24,142,24,1967,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3770571179, -71.1110619051)"
56-58 KIRKLAND ST,142-25,142,25,5888,112,Residential,>8-UNIT-APT,9, , , ,YES, ,"(42.3770875045999, -71.1109172898)"
60 KIRKLAND ST,142-28,142,28,4100,111,Residential,4-8-UNIT-APT,6, , , , , ,"(42.3771545728999, -71.1107396065)"
49 IRVING ST,142-29,142,29,6221,111,Residential,4-8-UNIT-APT,4, , , ,YES, ,"(42.3768701735, -71.1109074250999)"
8 ASHTON PL,142-35,142,35,104,132,Vacant Residential,RES-UDV-LAND,0, , , , , ,"(42.3762065418999, -71.1116347448)"
10 ASHTON PL,142-36,142,36,3250,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3760726671999, -71.1115878091)"
6 IRVING TER,142-4,142,4,2700,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3756974402, -71.1117350643999)"
1673 CAMBRIDGE ST,142-43,142,43,7161,302,Commercial,INN-RESORT,0, , , , , ,"(42.3752778547999, -71.1108559933)"
26 IRVING ST,142-44,142,44,8900,302,Commercial,INN-RESORT,0, , , , , ,"(42.3755067434999, -71.1106902866)"
28 IRVING ST,142-45,142,45,22075,9421,Education Residential,Private College Res Units,83, , ,YES, ,Educ NonTax,"(42.3758513591999, -71.1106039836)"
40 IRVING ST,142-47,142,47,7325,121,Assisted Living/Boarding House,BOARDING-HSE,11, , , , , ,"(42.3764979388, -71.1104451143)"
42-44 IRVING ST,142-48,142,48,7955,111,Residential,4-8-UNIT-APT,5, , , ,YES, ,"(42.3766688173, -71.1104038482999)"
48 IRVING ST,142-49,142,49,7019,111,Residential,4-8-UNIT-APT,6, , , ,YES, ,"(42.3768356837, -71.1103612401)"
4 IRVING TER,142-5,142,5,4074,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3756696502999, -71.1115283272999)"
52 IRVING ST,142-50,142,50,7019,121,Assisted Living/Boarding House,BOARDING-HSE,22, , , ,YES, ,"(42.3769900157, -71.1103209250999)"
62 KIRKLAND ST,142-51,142,51,6036,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3772205977999, -71.1103725143999)"
23 IRVING ST,142-6,142,6,6000,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3756294451999, -71.1112237019)"
137-145 MAIN ST,14-26,14,26,9179,340,Office,GEN-OFFICE,0, , , , ,Other NonTax,"(42.3623607802, -71.0823505654)"
21 IRVING ST,142-7,142,7,3950,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3754727624, -71.1112245844999)"
47 IRVING ST,142-70,142,70,5765,111,Residential,4-8-UNIT-APT,7, , , , , ,"(42.3767135534999, -71.1109581964999)"
15 KIRKLAND RD,142-71,142,71,4186,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3764922085999, -71.1116934641)"
11 KIRKLAND RD,142-72,142,72,3698,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3766355102, -71.1116795522)"
7 KIRKLAND RD,142-73,142,73,3749,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3767709784999, -71.1116453749999)"
44 KIRKLAND ST,142-74,142,74,5946,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3769543191, -71.1116118016)"
6 KIRKLAND RD,142-76,142,76,3289,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3768299932999, -71.1112463598999)"
10 KIRKLAND RD,142-77,142,77,3070,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3767031597, -71.1112855238999)"
19 IRVING ST,142-8,142,8,3283,111,Residential,4-8-UNIT-APT,7, , , , , ,"(42.3752815348999, -71.1111939766)"
28 IRVING TER,142-80,142,80,8607,121,Assisted Living/Boarding House,BOARDING-HSE,1, ,YES, , ,Religious NonTax,"(42.3757703108, -71.1122823305999)"
8 IRVING TER,142-82,142,82,3568,104,Residential,TWO-FAM-RES,2, , , ,YES, ,"(42.3757218971, -71.1119216414)"
27 IRVING TER,142-85,142,85,12602,112,Residential,>8-UNIT-APT,29, , , , , ,"(42.3760752924999, -71.1119005135)"
12 SUMNER RD,142-86,142,86,6311,112,Residential,>8-UNIT-APT,10, , , , , ,"(42.3760327104999, -71.1122929144)"
14 SUMNER RD,142-87,142,87,6102,105,Residential,THREE-FM-RES,3, , , , , ,"(42.3762002958999, -71.1122547522)"
1683 CAMBRIDGE ST,142-9,142,9,3440,105,Residential,THREE-FM-RES,3, , , ,YES, ,"(42.3753002859999, -71.1113361009)"
1657 CAMBRIDGE ST,142-90,142,90,3200,105,Residential,THREE-FM-RES,3, , , , , ,"(42.3751677554, -71.1103860433999)"
39 IRVING ST,142-93,142,93,5539,105,Residential,THREE-FM-RES,3, , , , , ,"(42.3764161415999, -71.1110253048999)"
41 IRVING ST,142-94,142,94,5566,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3765647803, -71.1109896394)"
14 KIRKLAND RD,142-95,142,95,3167,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3765767948, -71.1113042572)"
16 KIRKLAND RD,142-96,142,96,3680,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3764456818, -71.1113586403999)"
95 TROWBRIDGE ST,142-97,142,97,4883,105,Residential,THREE-FM-RES,3, , , , , ,"(42.3760849429, -71.1100819016999)"
97 TROWBRIDGE ST,142-98,142,98,4883,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3761925132, -71.1100547118)"
99 TROWBRIDGE ST,142-99,142,99,4883,104,Residential,TWO-FAM-RES,2, , , ,YES, ,"(42.3763016257, -71.1100285237999)"
1 BROADWAY,14-31,14,31,116258,346,Office,INV-OFFICE,0, , , , , ,"(42.3627416308999, -71.0832020134999)"
